touch_id,customer_id,campaign_name,channel,sent_date,opened,converted
MKT801353,C100347,Diwali Offer 2025,Email,2022-12-30,1,1
MKT801354,C100348,Diwali Offer 2025,Search Ad,2023-09-26,1,0
MKT801355,C100349,Spring Refresh 2026,Email,2024-12-29,1,1
MKT801356,C100350,Diwali Offer 2025,SMS,2023-07-13,1,0
MKT801357,C100350,Flash Sale July 2026,Social Media Ad,2021-09-05,1,0
MKT801358,C100350,Diwali Offer 2025,Email,2024-01-03,0,0
MKT801359,C100350,Loyalty Rewards Q2 2026,Social Media Ad,2023-09-26,0,0
MKT801360,C100350,Summer Sale 2025,Search Ad,2025-03-29,1,0
MKT801361,C100350,Loyalty Rewards Q2 2026,SMS,2023-07-22,1,0
MKT801362,C100351,Flash Sale July 2026,Social Media Ad,2024-08-06,1,0
MKT801363,C100351,Diwali Offer 2025,Search Ad,2023-12-12,1,0
MKT801364,C100351,Flash Sale July 2026,SMS,2024-12-30,1,0
MKT801365,C100351,Spring Refresh 2026,Push Notification,2026-02-04,1,0
MKT801366,C100351,Summer Sale 2025,Push Notification,2022-11-14,1,0
MKT801367,C100351,New Year 2026,Search Ad,2024-08-21,1,0
MKT801368,C100351,Summer Sale 2025,Push Notification,2026-06-21,1,0
MKT801369,C100351,Flash Sale July 2026,Search Ad,2022-01-20,1,0
MKT801370,C100351,Spring Refresh 2026,SMS,2023-03-04,0,0
MKT801371,C100351,Summer Sale 2025,Push Notification,2026-06-01,0,0
MKT801372,C100351,Loyalty Rewards Q2 2026,Email,2021-02-11,1,0
MKT801373,C100351,Summer Sale 2025,Push Notification,2026-05-29,1,0
MKT801374,C100351,Diwali Offer 2025,SMS,2023-04-18,1,0
MKT801375,C100352,Black Friday 2025,Social Media Ad,2025-12-27,0,0
MKT801376,C100353,Spring Refresh 2026,Social Media Ad,2021-09-01,1,1
MKT801377,C100353,Summer Sale 2025,Email,2026-03-24,1,0
MKT801378,C100353,Flash Sale July 2026,Search Ad,2023-05-12,1,0
MKT801379,C100353,Spring Refresh 2026,Email,2024-02-02,0,0
MKT801380,C100353,Black Friday 2025,Search Ad,2025-07-05,1,0
MKT801381,C100354,Summer Sale 2025,SMS,2023-11-04,1,0
MKT801382,C100354,Flash Sale July 2026,SMS,2026-03-03,0,0
MKT801383,C100354,Loyalty Rewards Q2 2026,SMS,2026-01-06,1,0
MKT801384,C100355,Summer Sale 2025,Push Notification,2023-01-21,0,0
MKT801385,C100356,Summer Sale 2025,Social Media Ad,2022-07-29,0,0
MKT801386,C100356,Diwali Offer 2025,Search Ad,2025-02-23,1,0
MKT801387,C100356,Black Friday 2025,Email,2026-03-06,1,0
MKT801388,C100356,Flash Sale July 2026,Social Media Ad,2024-01-31,0,0
MKT801389,C100357,Flash Sale July 2026,Push Notification,2021-10-23,1,0
MKT801390,C100357,Flash Sale July 2026,Email,2023-04-17,0,0
MKT801391,C100357,Loyalty Rewards Q2 2026,SMS,2021-07-14,1,0
MKT801392,C100357,New Year 2026,Push Notification,2023-09-06,1,0
MKT801393,C100358,Spring Refresh 2026,Email,2023-07-02,1,0
MKT801394,C100358,Diwali Offer 2025,Social Media Ad,2024-12-05,1,0
MKT801395,C100358,New Year 2026,Push Notification,2022-06-19,1,0
MKT801396,C100359,Spring Refresh 2026,Push Notification,2023-10-27,1,0
MKT801397,C100359,Flash Sale July 2026,Email,2021-04-17,0,1
MKT801398,C100359,Summer Sale 2025,Search Ad,2022-01-02,0,0
MKT801399,C100359,Spring Refresh 2026,SMS,2025-06-09,1,0
MKT801400,C100359,Diwali Offer 2025,Push Notification,2026-03-17,1,0
MKT801401,C100359,Spring Refresh 2026,Search Ad,2024-12-09,1,1
MKT801402,C100359,Loyalty Rewards Q2 2026,Email,2022-04-15,1,0
MKT801403,C100360,Diwali Offer 2025,Search Ad,2021-05-19,0,0
MKT801404,C100360,Diwali Offer 2025,Social Media Ad,2023-11-17,1,0
MKT801405,C100360,New Year 2026,SMS,2026-05-12,0,1
MKT801406,C100360,Black Friday 2025,SMS,2024-09-20,1,0
MKT801407,C100360,Flash Sale July 2026,Push Notification,2026-07-29,1,0
MKT801408,C100362,Loyalty Rewards Q2 2026,SMS,2021-01-25,1,0
MKT801409,C100362,Summer Sale 2025,Social Media Ad,2023-05-05,0,1
MKT801410,C100362,Flash Sale July 2026,Social Media Ad,2023-02-10,1,0
MKT801411,C100362,Black Friday 2025,Social Media Ad,2021-09-25,1,0
MKT801412,C100362,Flash Sale July 2026,Social Media Ad,2026-04-18,1,1
MKT801413,C100362,Diwali Offer 2025,Social Media Ad,2024-09-23,0,0
MKT801414,C100363,Loyalty Rewards Q2 2026,Search Ad,2021-02-08,1,0
MKT801415,C100363,Summer Sale 2025,SMS,2022-12-29,1,0
MKT801416,C100363,New Year 2026,Push Notification,2023-09-16,1,0
MKT801417,C100363,Diwali Offer 2025,Push Notification,2022-11-06,0,0
MKT801418,C100363,New Year 2026,Email,2026-04-03,1,0
MKT801419,C100363,Summer Sale 2025,Search Ad,2025-07-21,1,0
MKT801420,C100363,Black Friday 2025,Social Media Ad,2025-02-11,1,0
MKT801421,C100363,Spring Refresh 2026,Search Ad,2025-02-18,0,0
MKT801422,C100363,Diwali Offer 2025,Email,2024-11-26,0,0
MKT801423,C100363,Flash Sale July 2026,Social Media Ad,2025-11-09,1,1
MKT801424,C100364,Spring Refresh 2026,Search Ad,2024-07-07,1,0
MKT801425,C100365,Diwali Offer 2025,Social Media Ad,2024-04-05,1,0
MKT801426,C100365,New Year 2026,SMS,2024-07-21,1,0
MKT801427,C100365,Black Friday 2025,Email,2024-03-06,1,0
MKT801428,C100365,Spring Refresh 2026,Email,2021-01-28,1,0
MKT801429,C100365,Diwali Offer 2025,Email,2022-04-22,1,0
MKT801430,C100365,New Year 2026,SMS,2021-09-04,0,0
MKT801431,C100366,Diwali Offer 2025,Social Media Ad,2026-02-27,1,0
MKT801432,C100366,Loyalty Rewards Q2 2026,SMS,2021-06-05,1,0
MKT801433,C100366,Black Friday 2025,Push Notification,2022-04-10,0,0
MKT801434,C100366,Black Friday 2025,Push Notification,2022-02-14,1,0
MKT801435,C100366,Spring Refresh 2026,Push Notification,2022-03-04,1,0
MKT801436,C100366,New Year 2026,SMS,2025-05-04,0,0
MKT801437,C100366,Loyalty Rewards Q2 2026,SMS,2023-03-02,0,0
MKT801438,C100366,Summer Sale 2025,Email,2022-01-14,0,0
MKT801439,C100366,Summer Sale 2025,Social Media Ad,2026-04-07,0,0
MKT801440,C100367,Flash Sale July 2026,Social Media Ad,2021-04-05,1,1
MKT801441,C100367,Flash Sale July 2026,Search Ad,2025-12-04,0,0
MKT801442,C100368,Diwali Offer 2025,Social Media Ad,2024-01-10,1,0
MKT801443,C100368,Loyalty Rewards Q2 2026,SMS,2024-05-16,1,0
MKT801444,C100369,Black Friday 2025,Search Ad,2022-08-22,1,0
MKT801445,C100369,Diwali Offer 2025,Push Notification,2026-04-25,1,0
MKT801446,C100369,Flash Sale July 2026,Social Media Ad,2021-06-30,0,1
MKT801447,C100369,Summer Sale 2025,Push Notification,2021-07-18,1,0
MKT801448,C100370,Flash Sale July 2026,Social Media Ad,2025-01-17,1,0
MKT801449,C100370,Flash Sale July 2026,Search Ad,2025-11-13,1,0
MKT801450,C100370,Diwali Offer 2025,Search Ad,2026-05-18,0,0
MKT801451,C100370,Summer Sale 2025,SMS,2022-12-08,1,0
MKT801452,C100371,New Year 2026,SMS,2025-10-29,1,1
MKT801453,C100371,Diwali Offer 2025,SMS,2024-09-18,1,0
MKT801454,C100371,Flash Sale July 2026,Social Media Ad,2024-03-03,0,0
MKT801455,C100371,Diwali Offer 2025,SMS,2021-09-21,1,0
MKT801456,C100371,Diwali Offer 2025,Search Ad,2022-04-19,1,0
MKT801457,C100372,Diwali Offer 2025,SMS,2021-09-20,0,1
MKT801458,C100372,Flash Sale July 2026,Push Notification,2024-01-05,1,0
MKT801459,C100372,Black Friday 2025,Social Media Ad,2022-03-08,1,0
MKT801460,C100372,New Year 2026,SMS,2021-12-25,0,1
MKT801461,C100373,Summer Sale 2025,Email,2026-03-16,0,0
MKT801462,C100373,Black Friday 2025,SMS,2023-06-17,1,0
MKT801463,C100373,Flash Sale July 2026,Search Ad,2024-11-27,1,0
MKT801464,C100373,Black Friday 2025,Push Notification,2021-08-01,1,0
MKT801465,C100374,Black Friday 2025,SMS,2022-04-25,1,0
MKT801466,C100375,Diwali Offer 2025,Social Media Ad,2025-01-17,1,0
MKT801467,C100375,Loyalty Rewards Q2 2026,Email,2022-11-30,1,0
MKT801468,C100375,Summer Sale 2025,Push Notification,2021-09-20,1,0
MKT801469,C100376,Summer Sale 2025,Email,2023-12-09,1,1
MKT801470,C100376,Black Friday 2025,SMS,2026-01-16,1,0
MKT801471,C100376,Spring Refresh 2026,Social Media Ad,2026-03-12,1,0
MKT801472,C100377,Diwali Offer 2025,Email,2023-02-26,0,0
MKT801473,C100377,Loyalty Rewards Q2 2026,Email,2024-05-31,1,1
MKT801474,C100379,Loyalty Rewards Q2 2026,Social Media Ad,2022-04-08,1,0
MKT801475,C100379,Black Friday 2025,Search Ad,2023-04-09,0,0
MKT801476,C100379,Black Friday 2025,Search Ad,2021-04-28,1,0
MKT801477,C100380,Flash Sale July 2026,SMS,2026-07-14,1,1
MKT801478,C100380,Loyalty Rewards Q2 2026,Social Media Ad,2025-05-07,0,0
MKT801479,C100380,New Year 2026,Push Notification,2022-10-31,1,0
MKT801480,C100380,Diwali Offer 2025,Push Notification,2022-07-12,0,0
MKT801481,C100380,Black Friday 2025,Email,2021-12-09,1,0
MKT801482,C100380,Black Friday 2025,Push Notification,2024-04-22,1,0
MKT801483,C100380,New Year 2026,Email,2021-02-25,0,0
MKT801484,C100380,Loyalty Rewards Q2 2026,Push Notification,2026-06-13,1,0
MKT801485,C100381,Spring Refresh 2026,Push Notification,2026-04-30,1,0
MKT801486,C100381,Spring Refresh 2026,Email,2023-12-24,0,1
MKT801487,C100381,Diwali Offer 2025,Push Notification,2021-05-05,1,0
MKT801488,C100381,Flash Sale July 2026,Social Media Ad,2022-05-20,1,0
MKT801489,C100381,Diwali Offer 2025,Social Media Ad,2021-11-14,0,0
MKT801490,C100381,Summer Sale 2025,Email,2025-09-23,0,1
MKT801491,C100381,New Year 2026,Social Media Ad,2025-03-16,1,0
MKT801492,C100381,Black Friday 2025,Email,2023-06-28,1,0
MKT801493,C100382,Flash Sale July 2026,SMS,2026-05-22,0,0
MKT801494,C100382,Black Friday 2025,Push Notification,2022-05-28,1,0
MKT801495,C100383,Spring Refresh 2026,SMS,2022-08-17,1,1
MKT801496,C100383,Flash Sale July 2026,Push Notification,2021-01-07,0,0
MKT801497,C100383,Spring Refresh 2026,Search Ad,2022-03-03,1,0
MKT801498,C100383,Flash Sale July 2026,Push Notification,2022-05-01,1,1
MKT801499,C100384,Summer Sale 2025,Push Notification,2024-11-22,1,0
MKT801500,C100384,Black Friday 2025,Search Ad,2021-05-27,1,1
MKT801501,C100385,Spring Refresh 2026,SMS,2023-04-19,1,0
MKT801502,C100385,Summer Sale 2025,Push Notification,2021-05-15,1,0
MKT801503,C100385,Spring Refresh 2026,Social Media Ad,2025-06-24,1,0
MKT801504,C100385,Summer Sale 2025,SMS,2025-05-01,1,0
MKT801505,C100385,Loyalty Rewards Q2 2026,Push Notification,2021-06-19,0,0
MKT801506,C100386,New Year 2026,Search Ad,2021-06-30,0,0
MKT801507,C100387,Summer Sale 2025,SMS,2022-11-22,1,0
MKT801508,C100387,Flash Sale July 2026,SMS,2023-09-05,0,0
MKT801509,C100387,Summer Sale 2025,Email,2021-03-07,0,1
MKT801510,C100389,Loyalty Rewards Q2 2026,SMS,2021-11-01,1,1
MKT801511,C100389,Loyalty Rewards Q2 2026,Social Media Ad,2021-07-21,0,0
MKT801512,C100389,Spring Refresh 2026,SMS,2025-08-27,1,0
MKT801513,C100389,Black Friday 2025,SMS,2023-10-30,1,1
MKT801514,C100389,Spring Refresh 2026,Search Ad,2026-07-11,1,0
MKT801515,C100389,New Year 2026,Social Media Ad,2024-12-12,1,0
MKT801516,C100389,Flash Sale July 2026,Push Notification,2024-07-12,1,0
MKT801517,C100390,New Year 2026,Email,2023-12-08,0,0
MKT801518,C100390,Flash Sale July 2026,Search Ad,2024-03-19,0,0
MKT801519,C100390,Summer Sale 2025,Email,2023-06-02,0,0
MKT801520,C100390,New Year 2026,Email,2023-11-05,1,0
MKT801521,C100391,Summer Sale 2025,SMS,2026-03-18,1,0
MKT801522,C100391,Diwali Offer 2025,Search Ad,2022-05-03,1,0
MKT801523,C100391,Black Friday 2025,SMS,2023-06-29,0,0
MKT801524,C100391,New Year 2026,Social Media Ad,2024-11-09,1,0
MKT801525,C100391,Loyalty Rewards Q2 2026,Social Media Ad,2025-05-17,0,1
MKT801526,C100391,Diwali Offer 2025,Push Notification,2023-12-21,1,0
MKT801527,C100391,Summer Sale 2025,Email,2024-02-06,1,0
MKT801528,C100392,New Year 2026,Email,2022-02-06,0,0
MKT801529,C100393,Flash Sale July 2026,Social Media Ad,2023-02-28,0,0
MKT801530,C100393,Summer Sale 2025,Social Media Ad,2023-12-13,0,0
MKT801531,C100393,Summer Sale 2025,Social Media Ad,2021-01-13,1,0
MKT801532,C100393,Spring Refresh 2026,Email,2021-03-05,0,0
MKT801533,C100394,Black Friday 2025,Social Media Ad,2023-06-16,0,0
MKT801534,C100394,Loyalty Rewards Q2 2026,Search Ad,2023-04-04,1,0
MKT801535,C100395,Spring Refresh 2026,Search Ad,2024-06-06,0,0
MKT801536,C100395,Summer Sale 2025,Email,2021-04-19,0,0
MKT801537,C100395,New Year 2026,Social Media Ad,2024-10-13,1,0
MKT801538,C100395,Diwali Offer 2025,Push Notification,2025-01-17,1,1
MKT801539,C100396,Diwali Offer 2025,Search Ad,2026-02-19,1,0
MKT801540,C100396,Loyalty Rewards Q2 2026,Email,2021-12-03,1,0
MKT801541,C100397,Diwali Offer 2025,SMS,2025-04-27,0,0
MKT801542,C100397,Loyalty Rewards Q2 2026,Social Media Ad,2024-07-29,1,0
MKT801543,C100397,New Year 2026,Search Ad,2025-09-25,1,0
MKT801544,C100397,Loyalty Rewards Q2 2026,Email,2026-05-09,1,0
MKT801545,C100398,Spring Refresh 2026,Social Media Ad,2021-07-01,1,0
MKT801546,C100398,Loyalty Rewards Q2 2026,Social Media Ad,2022-09-17,1,0
MKT801547,C100398,Loyalty Rewards Q2 2026,Social Media Ad,2024-03-03,0,0
MKT801548,C100398,Black Friday 2025,Search Ad,2024-09-03,0,0
MKT801549,C100398,Spring Refresh 2026,Social Media Ad,2024-02-25,1,1
MKT801550,C100398,New Year 2026,Social Media Ad,2024-02-01,1,0
MKT801551,C100399,Spring Refresh 2026,SMS,2024-09-17,1,0
MKT801552,C100399,Diwali Offer 2025,Search Ad,2021-01-30,0,0
MKT801553,C100399,Diwali Offer 2025,Search Ad,2026-02-10,1,0
MKT801554,C100399,Diwali Offer 2025,Push Notification,2023-06-10,1,0
MKT801555,C100399,Summer Sale 2025,Push Notification,2024-10-13,1,0
MKT801556,C100399,Summer Sale 2025,Search Ad,2022-11-15,0,1
MKT801557,C100400,Spring Refresh 2026,Push Notification,2025-07-19,1,1
MKT801558,C100400,Black Friday 2025,Push Notification,2021-02-05,0,0
MKT801559,C100400,Black Friday 2025,Push Notification,2022-08-19,0,0
MKT801560,C100400,Summer Sale 2025,Social Media Ad,2023-05-06,0,0
MKT801561,C100400,Diwali Offer 2025,Search Ad,2024-06-07,1,1
MKT801562,C100400,Black Friday 2025,Email,2023-12-15,1,1
MKT801563,C100401,Summer Sale 2025,Search Ad,2025-04-07,1,0
MKT801564,C100401,New Year 2026,SMS,2024-11-17,0,0
MKT801565,C100402,Black Friday 2025,Social Media Ad,2025-03-14,1,0
MKT801566,C100402,Black Friday 2025,Email,2023-11-04,1,0
MKT801567,C100402,Diwali Offer 2025,Search Ad,2024-07-04,1,0
MKT801568,C100403,Black Friday 2025,SMS,2022-01-16,1,0
MKT801569,C100403,Summer Sale 2025,Push Notification,2026-03-02,0,0
MKT801570,C100404,Diwali Offer 2025,Email,2021-02-08,1,0
MKT801571,C100404,Diwali Offer 2025,SMS,2024-01-21,1,0
MKT801572,C100404,Spring Refresh 2026,Search Ad,2026-04-02,1,0
MKT801573,C100405,Summer Sale 2025,SMS,2026-07-30,1,0
MKT801574,C100405,Loyalty Rewards Q2 2026,Search Ad,2025-08-16,0,0
MKT801575,C100405,Flash Sale July 2026,Search Ad,2024-06-01,1,0
MKT801576,C100405,Diwali Offer 2025,Social Media Ad,2024-02-15,0,0
MKT801577,C100405,Spring Refresh 2026,Search Ad,2024-05-02,0,0
MKT801578,C100405,Diwali Offer 2025,Email,2024-06-22,0,0
MKT801579,C100405,Black Friday 2025,Search Ad,2022-06-06,1,0
MKT801580,C100405,Summer Sale 2025,SMS,2022-11-11,1,0
MKT801581,C100405,Summer Sale 2025,SMS,2023-09-27,1,0
MKT801582,C100406,Loyalty Rewards Q2 2026,Search Ad,2021-03-18,0,0
MKT801583,C100406,Loyalty Rewards Q2 2026,Social Media Ad,2022-06-30,0,0
MKT801584,C100406,Spring Refresh 2026,Push Notification,2024-02-17,1,1
MKT801585,C100406,Spring Refresh 2026,Social Media Ad,2022-05-22,1,0
MKT801586,C100406,Loyalty Rewards Q2 2026,Search Ad,2024-05-11,0,0
MKT801587,C100406,Summer Sale 2025,Email,2021-01-15,1,0
MKT801588,C100406,New Year 2026,SMS,2023-03-24,1,0
MKT801589,C100406,Loyalty Rewards Q2 2026,SMS,2026-06-16,1,0
MKT801590,C100406,New Year 2026,Search Ad,2024-12-16,0,0
MKT801591,C100407,Loyalty Rewards Q2 2026,Push Notification,2025-05-10,0,0
MKT801592,C100407,Black Friday 2025,Search Ad,2022-05-25,1,0
MKT801593,C100407,Diwali Offer 2025,Push Notification,2021-08-28,1,0
MKT801594,C100407,Black Friday 2025,Search Ad,2021-01-05,1,0
MKT801595,C100407,Loyalty Rewards Q2 2026,Email,2021-12-01,0,1
MKT801596,C100408,Spring Refresh 2026,Push Notification,2026-03-30,0,1
MKT801597,C100408,Loyalty Rewards Q2 2026,Push Notification,2022-02-03,0,0
MKT801598,C100408,New Year 2026,SMS,2025-02-11,0,1
MKT801599,C100409,Loyalty Rewards Q2 2026,Push Notification,2025-03-05,0,0
MKT801600,C100409,Diwali Offer 2025,Email,2022-03-04,1,0
MKT801601,C100410,Loyalty Rewards Q2 2026,Social Media Ad,2024-07-06,1,0
MKT801602,C100410,Loyalty Rewards Q2 2026,Email,2021-06-17,1,0
MKT801603,C100410,Loyalty Rewards Q2 2026,Push Notification,2022-07-17,1,0
MKT801604,C100410,Loyalty Rewards Q2 2026,Search Ad,2022-06-30,1,1
MKT801605,C100410,Summer Sale 2025,Social Media Ad,2021-02-14,1,0
MKT801606,C100410,Flash Sale July 2026,Push Notification,2024-01-06,1,1
MKT801607,C100412,Spring Refresh 2026,Email,2023-07-24,1,0
MKT801608,C100412,Summer Sale 2025,Social Media Ad,2024-01-26,1,0
MKT801609,C100412,Loyalty Rewards Q2 2026,Push Notification,2026-08-10,1,0
MKT801610,C100412,Black Friday 2025,Search Ad,2023-03-26,1,1
MKT801611,C100413,Diwali Offer 2025,Push Notification,2021-09-07,0,0
MKT801612,C100413,Spring Refresh 2026,Push Notification,2022-11-18,0,0
MKT801613,C100413,Diwali Offer 2025,Push Notification,2023-03-29,0,0
MKT801614,C100413,Spring Refresh 2026,Email,2024-08-31,1,0
MKT801615,C100414,Loyalty Rewards Q2 2026,Search Ad,2022-11-29,1,0
MKT801616,C100414,New Year 2026,Email,2025-12-15,1,0
MKT801617,C100414,New Year 2026,SMS,2023-08-05,0,0
MKT801618,C100414,Black Friday 2025,Push Notification,2021-12-25,1,0
MKT801619,C100414,Loyalty Rewards Q2 2026,SMS,2022-05-07,0,0
MKT801620,C100414,Loyalty Rewards Q2 2026,Social Media Ad,2023-02-10,0,0
MKT801621,C100416,Spring Refresh 2026,Search Ad,2025-03-30,1,0
MKT801622,C100416,New Year 2026,SMS,2023-01-21,0,0
MKT801623,C100416,Loyalty Rewards Q2 2026,Email,2021-12-27,1,0
MKT801624,C100416,Diwali Offer 2025,Push Notification,2022-05-26,1,0
MKT801625,C100416,Flash Sale July 2026,Search Ad,2023-05-08,0,0
MKT801626,C100416,Loyalty Rewards Q2 2026,Email,2025-07-30,0,0
MKT801627,C100417,New Year 2026,SMS,2026-03-25,1,0
MKT801628,C100417,New Year 2026,Social Media Ad,2024-10-01,1,0
MKT801629,C100417,Black Friday 2025,SMS,2021-03-18,0,1
MKT801630,C100417,Summer Sale 2025,Social Media Ad,2025-10-16,1,1
MKT801631,C100418,Loyalty Rewards Q2 2026,Email,2026-03-02,1,1
MKT801632,C100418,Loyalty Rewards Q2 2026,Search Ad,2024-01-16,0,0
MKT801633,C100418,Flash Sale July 2026,Push Notification,2024-01-30,1,0
MKT801634,C100418,Spring Refresh 2026,Push Notification,2024-03-15,0,0
MKT801635,C100418,Black Friday 2025,Social Media Ad,2026-06-15,1,0
MKT801636,C100418,Black Friday 2025,SMS,2022-02-03,1,0
MKT801637,C100418,New Year 2026,SMS,2021-08-02,1,0
MKT801638,C100419,Summer Sale 2025,SMS,2023-09-02,0,0
MKT801639,C100419,Spring Refresh 2026,Social Media Ad,2025-10-17,1,0
MKT801640,C100419,Diwali Offer 2025,Email,2024-09-12,1,0
MKT801641,C100420,Diwali Offer 2025,SMS,2025-12-24,1,0
MKT801642,C100420,New Year 2026,Email,2021-09-08,0,0
MKT801643,C100420,New Year 2026,Search Ad,2024-10-01,1,0
MKT801644,C100420,Summer Sale 2025,Social Media Ad,2026-05-23,0,1
MKT801645,C100421,Flash Sale July 2026,Social Media Ad,2026-02-21,0,0
MKT801646,C100421,New Year 2026,Search Ad,2023-03-10,1,0
MKT801647,C100421,Flash Sale July 2026,Push Notification,2022-06-26,1,1
MKT801648,C100421,Flash Sale July 2026,Push Notification,2021-03-04,1,0
MKT801649,C100421,Summer Sale 2025,Search Ad,2026-01-29,1,0
MKT801650,C100421,New Year 2026,SMS,2024-09-28,1,0
MKT801651,C100422,New Year 2026,Push Notification,2024-08-05,0,0
MKT801652,C100422,Diwali Offer 2025,Social Media Ad,2022-02-25,1,0
MKT801653,C100422,Spring Refresh 2026,SMS,2021-11-19,0,1
MKT801654,C100422,Loyalty Rewards Q2 2026,Search Ad,2023-07-17,0,0
MKT801655,C100422,Diwali Offer 2025,Search Ad,2023-02-05,1,0
MKT801656,C100423,Summer Sale 2025,Search Ad,2025-03-11,1,0
MKT801657,C100423,Flash Sale July 2026,Email,2025-11-02,1,1
MKT801658,C100424,Summer Sale 2025,SMS,2022-04-02,1,1
MKT801659,C100424,Summer Sale 2025,SMS,2022-01-03,0,0
MKT801660,C100424,Spring Refresh 2026,Push Notification,2025-07-25,0,0
MKT801661,C100425,Spring Refresh 2026,Push Notification,2026-01-08,1,0
MKT801662,C100425,New Year 2026,Social Media Ad,2023-12-04,1,1
MKT801663,C100425,Diwali Offer 2025,Email,2025-08-05,1,1
MKT801664,C100425,Spring Refresh 2026,Social Media Ad,2024-12-28,1,1
MKT801665,C100426,Summer Sale 2025,Push Notification,2025-08-26,0,0
MKT801666,C100426,Loyalty Rewards Q2 2026,Email,2026-06-26,1,0
MKT801667,C100426,Black Friday 2025,Email,2025-01-24,1,0
MKT801668,C100427,Loyalty Rewards Q2 2026,Push Notification,2026-01-08,1,1
MKT801669,C100427,Black Friday 2025,Search Ad,2025-12-10,0,0
MKT801670,C100427,Loyalty Rewards Q2 2026,Social Media Ad,2025-07-14,1,0
MKT801671,C100427,New Year 2026,Social Media Ad,2024-10-03,0,0
MKT801672,C100427,Flash Sale July 2026,SMS,2022-09-17,1,1
MKT801673,C100428,New Year 2026,Social Media Ad,2022-03-30,0,0
MKT801674,C100428,Spring Refresh 2026,Social Media Ad,2021-04-14,0,0
MKT801675,C100429,Spring Refresh 2026,Social Media Ad,2023-08-19,0,0
MKT801676,C100429,Summer Sale 2025,Email,2024-06-23,1,0
MKT801677,C100429,Loyalty Rewards Q2 2026,Email,2021-10-20,1,0
MKT801678,C100429,Black Friday 2025,Social Media Ad,2026-01-05,1,0
MKT801679,C100429,Summer Sale 2025,Email,2023-05-17,1,0
MKT801680,C100429,Black Friday 2025,SMS,2024-02-18,1,0
MKT801681,C100430,Loyalty Rewards Q2 2026,Search Ad,2025-09-27,1,0
MKT801682,C100430,Black Friday 2025,Email,2026-02-03,0,0
MKT801683,C100431,Flash Sale July 2026,Email,2026-06-02,0,0
MKT801684,C100431,Flash Sale July 2026,Search Ad,2021-10-19,0,0
MKT801685,C100431,Diwali Offer 2025,Social Media Ad,2024-09-14,1,0
MKT801686,C100431,Flash Sale July 2026,SMS,2024-05-09,0,0
MKT801687,C100431,Summer Sale 2025,Push Notification,2024-04-17,1,0
MKT801688,C100432,Diwali Offer 2025,Search Ad,2024-03-10,0,0
MKT801689,C100432,Loyalty Rewards Q2 2026,Search Ad,2025-01-20,1,0
MKT801690,C100432,Summer Sale 2025,Social Media Ad,2025-09-25,1,0
MKT801691,C100432,Loyalty Rewards Q2 2026,SMS,2024-01-05,1,0
MKT801692,C100432,Summer Sale 2025,Social Media Ad,2023-09-21,0,0
MKT801693,C100432,Black Friday 2025,Push Notification,2025-03-01,1,0
MKT801694,C100432,New Year 2026,Push Notification,2025-04-11,1,0
MKT801695,C100432,New Year 2026,Email,2025-03-29,1,0
MKT801696,C100432,Black Friday 2025,Search Ad,2026-02-08,1,0
MKT801697,C100433,Spring Refresh 2026,Social Media Ad,2023-07-10,1,0
MKT801698,C100433,Spring Refresh 2026,Push Notification,2026-03-03,1,0
MKT801699,C100433,Loyalty Rewards Q2 2026,Search Ad,2024-01-20,0,0
MKT801700,C100433,Loyalty Rewards Q2 2026,Social Media Ad,2023-04-30,1,0
MKT801701,C100433,New Year 2026,Search Ad,2021-08-03,1,0
MKT801702,C100433,Black Friday 2025,Email,2023-08-30,0,1
MKT801703,C100434,Diwali Offer 2025,SMS,2022-02-07,1,0
MKT801704,C100434,Spring Refresh 2026,Social Media Ad,2023-12-31,0,0
MKT801705,C100434,Summer Sale 2025,Social Media Ad,2024-07-10,1,0
MKT801706,C100434,Loyalty Rewards Q2 2026,SMS,2026-01-12,0,0
MKT801707,C100434,Diwali Offer 2025,Search Ad,2021-08-24,1,1
MKT801708,C100435,New Year 2026,Search Ad,2024-12-26,1,0
MKT801709,C100435,Flash Sale July 2026,SMS,2023-10-05,0,0
MKT801710,C100435,New Year 2026,SMS,2024-02-14,1,0
MKT801711,C100435,Loyalty Rewards Q2 2026,Email,2021-04-01,1,0
MKT801712,C100435,Summer Sale 2025,Social Media Ad,2024-01-01,1,0
MKT801713,C100435,New Year 2026,Search Ad,2026-05-19,1,1
MKT801714,C100435,Loyalty Rewards Q2 2026,Push Notification,2024-10-30,1,0
MKT801715,C100436,Summer Sale 2025,SMS,2026-05-24,0,0
MKT801716,C100438,Diwali Offer 2025,Social Media Ad,2026-01-07,1,0
MKT801717,C100438,New Year 2026,Email,2021-08-31,1,0
MKT801718,C100438,Summer Sale 2025,Social Media Ad,2024-02-14,1,0
MKT801719,C100438,New Year 2026,SMS,2021-08-26,1,0
MKT801720,C100439,Flash Sale July 2026,Social Media Ad,2021-01-22,0,0
MKT801721,C100440,Black Friday 2025,SMS,2025-01-06,0,0
MKT801722,C100440,New Year 2026,Email,2022-05-16,1,0
MKT801723,C100441,Flash Sale July 2026,Search Ad,2025-02-23,1,0
MKT801724,C100441,Black Friday 2025,Search Ad,2026-05-15,0,0
MKT801725,C100441,Black Friday 2025,Email,2021-03-12,0,0
MKT801726,C100441,Flash Sale July 2026,Push Notification,2024-02-02,0,0
