ticket_id,customer_id,ticket_date,ticket_type,resolution_time_hours,csat_score,escalated
TKT701645,C101312,2026-07-08,Return Request,46.0,2,1
TKT701646,C101313,2026-08-02,Return Request,4.5,3,0
TKT701647,C101313,2026-07-30,Refund Request,18.0,1,0
TKT701648,C101314,2026-07-19,Refund Request,15.9,5,0
TKT701649,C101317,2024-10-18,General Inquiry,41.2,1,0
TKT701650,C101317,2024-01-27,Refund Request,3.9,2,0
TKT701651,C101318,2024-03-10,Product Defect,15.6,1,0
TKT701652,C101318,2025-02-16,Refund Request,9.7,1,1
TKT701653,C101318,2024-11-29,Account Access,7.8,2,0
TKT701654,C101318,2025-07-18,Product Defect,23.2,3,0
TKT701655,C101320,2022-12-16,Delivery Delay,28.4,2,0
TKT701656,C101321,2025-10-13,Return Request,17.5,4,0
TKT701657,C101321,2026-04-22,Delivery Delay,18.5,3,0
TKT701658,C101322,2024-02-04,Product Defect,40.1,1,1
TKT701659,C101322,2025-07-25,Account Access,6.2,3,0
TKT701660,C101322,2026-06-22,Delivery Delay,9.8,3,0
TKT701661,C101322,2025-04-05,Refund Request,20.2,1,0
TKT701662,C101322,2026-03-08,Return Request,11.7,1,0
TKT701663,C101323,2026-08-10,General Inquiry,11.3,4,0
TKT701664,C101324,2022-11-16,Delivery Delay,8.5,3,0
TKT701665,C101324,2024-11-24,Account Access,6.6,3,0
TKT701666,C101325,2022-11-19,General Inquiry,7.3,2,0
TKT701667,C101327,2023-11-11,Product Defect,21.0,4,0
TKT701668,C101327,2025-11-23,Return Request,14.7,5,0
TKT701669,C101329,2025-05-12,Product Defect,17.4,1,0
TKT701670,C101329,2026-05-14,Refund Request,3.9,1,0
TKT701671,C101329,2024-08-31,Product Defect,5.9,2,0
TKT701672,C101331,2024-02-12,Refund Request,7.5,2,0
TKT701673,C101331,2021-12-19,Technical Support,14.5,1,0
TKT701674,C101332,2026-05-09,Delivery Delay,13.6,3,0
TKT701675,C101333,2026-05-17,General Inquiry,4.7,2,0
TKT701676,C101333,2026-07-15,Billing Issue,7.0,1,0
TKT701677,C101333,2026-07-09,Delivery Delay,37.0,1,0
TKT701678,C101334,2025-04-01,Account Access,2.2,2,0
TKT701679,C101335,2026-01-29,Product Defect,12.1,3,0
TKT701680,C101336,2025-05-27,Return Request,21.1,2,0
TKT701681,C101336,2026-08-11,Delivery Delay,14.9,1,0
TKT701682,C101338,2025-12-20,Technical Support,11.2,2,0
TKT701683,C101339,2026-01-23,Technical Support,8.8,1,1
TKT701684,C101340,2022-10-21,Billing Issue,3.8,2,0
TKT701685,C101340,2026-07-30,Billing Issue,10.4,1,0
TKT701686,C101340,2024-09-21,Delivery Delay,1.8,2,0
TKT701687,C101341,2026-08-02,Return Request,8.6,3,0
TKT701688,C101341,2026-08-07,Account Access,7.9,3,0
TKT701689,C101341,2026-08-02,Account Access,14.4,3,0
TKT701690,C101341,2026-07-26,Billing Issue,9.7,3,0
TKT701691,C101343,2025-03-15,Product Defect,17.9,3,0
TKT701692,C101345,2026-07-11,Billing Issue,17.8,3,0
TKT701693,C101346,2025-09-07,Return Request,20.6,3,0
TKT701694,C101346,2025-07-01,Account Access,23.5,1,0
TKT701695,C101348,2021-08-14,Account Access,23.7,1,0
TKT701696,C101348,2024-03-07,Product Defect,25.1,2,1
TKT701697,C101348,2024-03-30,Billing Issue,7.3,1,0
TKT701698,C101349,2025-02-28,Product Defect,20.7,1,0
TKT701699,C101349,2026-06-11,Delivery Delay,11.9,1,0
TKT701700,C101349,2026-05-18,Billing Issue,5.2,1,0
TKT701701,C101349,2026-05-25,Return Request,74.5,1,0
TKT701702,C101349,2025-07-12,Return Request,15.0,1,0
TKT701703,C101353,2025-11-22,Delivery Delay,5.5,5,0
TKT701704,C101355,2025-12-01,Technical Support,3.4,3,0
TKT701705,C101357,2026-05-10,Billing Issue,1.5,2,0
TKT701706,C101358,2023-11-28,Refund Request,5.9,2,0
TKT701707,C101359,2024-08-13,Refund Request,36.1,1,0
TKT701708,C101360,2024-04-14,Account Access,10.4,2,0
TKT701709,C101360,2024-12-20,Refund Request,6.8,2,0
TKT701710,C101362,2022-11-12,Account Access,9.5,3,0
TKT701711,C101363,2025-10-19,Technical Support,18.1,2,0
TKT701712,C101365,2026-03-30,Technical Support,32.6,2,0
TKT701713,C101367,2024-01-13,Product Defect,12.2,1,1
TKT701714,C101367,2025-07-02,Delivery Delay,9.9,1,0
TKT701715,C101368,2025-08-31,General Inquiry,6.5,2,0
TKT701716,C101368,2025-10-25,Product Defect,6.7,1,0
TKT701717,C101368,2026-01-21,Delivery Delay,15.6,2,0
TKT701718,C101368,2024-10-16,Return Request,7.0,3,0
TKT701719,C101370,2024-04-24,Return Request,25.4,2,0
TKT701720,C101370,2023-09-17,Product Defect,22.0,2,0
TKT701721,C101370,2024-09-28,General Inquiry,5.4,2,0
TKT701722,C101372,2026-06-26,Technical Support,21.7,3,0
TKT701723,C101373,2025-04-01,Product Defect,2.1,2,0
TKT701724,C101373,2023-09-16,Refund Request,20.7,2,1
TKT701725,C101373,2026-02-04,Billing Issue,29.4,2,0
TKT701726,C101374,2024-03-11,Technical Support,8.1,1,1
TKT701727,C101374,2025-08-13,Product Defect,61.0,1,0
TKT701728,C101374,2025-02-16,Technical Support,40.0,1,0
TKT701729,C101374,2026-01-28,Account Access,6.6,1,0
TKT701730,C101374,2023-07-22,Account Access,19.3,1,0
TKT701731,C101375,2025-03-23,Technical Support,22.1,3,0
TKT701732,C101376,2024-04-12,Technical Support,27.6,1,0
TKT701733,C101378,2026-07-25,Refund Request,11.3,4,0
TKT701734,C101378,2025-12-31,Billing Issue,10.4,2,1
TKT701735,C101378,2025-12-25,General Inquiry,15.3,4,0
TKT701736,C101379,2026-06-02,Return Request,22.8,1,0
TKT701737,C101382,2023-07-09,Technical Support,40.2,3,0
TKT701738,C101382,2026-06-23,Account Access,12.4,2,0
TKT701739,C101383,2026-02-24,Product Defect,7.8,4,0
TKT701740,C101383,2026-06-01,Refund Request,6.0,3,0
TKT701741,C101384,2026-08-05,Account Access,18.7,1,0
TKT701742,C101384,2026-07-17,Product Defect,6.5,1,1
TKT701743,C101385,2025-07-25,Refund Request,24.9,2,0
TKT701744,C101385,2024-04-17,Billing Issue,2.2,2,0
TKT701745,C101385,2026-02-21,Billing Issue,15.6,1,0
TKT701746,C101385,2025-05-03,Return Request,21.5,2,0
TKT701747,C101387,2026-03-28,Delivery Delay,7.8,2,0
TKT701748,C101388,2025-06-11,Delivery Delay,12.0,3,0
TKT701749,C101390,2026-04-09,Account Access,21.6,3,0
TKT701750,C101390,2024-10-24,General Inquiry,8.5,1,0
TKT701751,C101392,2026-02-23,Refund Request,27.1,2,0
TKT701752,C101392,2026-03-15,Product Defect,17.0,2,0
TKT701753,C101393,2024-01-26,General Inquiry,28.8,3,1
TKT701754,C101394,2022-05-15,Delivery Delay,20.9,1,0
TKT701755,C101394,2023-07-01,Refund Request,10.4,1,1
TKT701756,C101394,2024-02-05,Technical Support,11.1,2,1
TKT701757,C101394,2025-10-14,Refund Request,3.7,1,0
TKT701758,C101395,2026-06-24,General Inquiry,10.3,3,0
TKT701759,C101397,2025-04-27,Technical Support,11.7,1,0
TKT701760,C101397,2026-06-28,Refund Request,1.2,2,0
TKT701761,C101400,2024-02-16,Delivery Delay,13.0,2,0
TKT701762,C101401,2024-08-12,General Inquiry,19.3,4,0
TKT701763,C101401,2022-05-30,Product Defect,2.1,3,0
TKT701764,C101402,2026-08-05,Technical Support,17.9,3,0
TKT701765,C101403,2026-07-03,Account Access,8.1,3,0
TKT701766,C101404,2026-04-03,Return Request,14.0,3,0
TKT701767,C101404,2024-07-07,General Inquiry,12.4,1,0
TKT701768,C101404,2025-08-23,Product Defect,12.8,1,0
TKT701769,C101404,2026-06-22,Account Access,6.5,1,0
TKT701770,C101405,2025-11-19,Delivery Delay,17.5,1,0
TKT701771,C101405,2026-07-16,Account Access,24.0,1,0
TKT701772,C101406,2026-03-04,Billing Issue,15.1,3,1
TKT701773,C101406,2026-07-02,Billing Issue,9.8,3,0
TKT701774,C101406,2026-06-05,Billing Issue,7.5,3,0
TKT701775,C101407,2024-01-28,Technical Support,16.5,5,0
TKT701776,C101407,2025-03-13,Billing Issue,8.9,1,1
TKT701777,C101409,2025-10-29,Product Defect,22.6,3,0
TKT701778,C101411,2024-06-22,Technical Support,17.0,3,0
TKT701779,C101412,2026-02-21,Product Defect,2.7,1,0
TKT701780,C101412,2024-05-10,Technical Support,11.4,2,0
TKT701781,C101412,2024-12-23,General Inquiry,54.4,1,0
TKT701782,C101412,2025-06-20,Return Request,4.6,1,0
TKT701783,C101413,2025-09-20,Product Defect,25.3,2,0
TKT701784,C101413,2026-02-15,Delivery Delay,4.0,1,0
TKT701785,C101413,2023-07-24,Refund Request,64.0,1,0
TKT701786,C101413,2025-03-27,Refund Request,18.8,1,1
TKT701787,C101414,2026-01-19,Return Request,37.5,1,0
TKT701788,C101416,2024-06-02,Account Access,15.8,3,0
TKT701789,C101417,2023-10-21,Return Request,10.3,1,1
TKT701790,C101419,2025-01-30,Refund Request,7.2,4,0
TKT701791,C101420,2026-02-06,Delivery Delay,32.2,2,0
TKT701792,C101420,2025-07-31,Billing Issue,13.6,2,0
TKT701793,C101420,2026-04-01,General Inquiry,9.1,3,0
TKT701794,C101421,2026-01-21,Product Defect,2.6,2,0
TKT701795,C101421,2026-01-31,Delivery Delay,31.8,3,0
TKT701796,C101421,2024-05-22,Technical Support,4.9,4,0
TKT701797,C101422,2023-06-15,Delivery Delay,5.2,1,0
TKT701798,C101423,2026-02-10,General Inquiry,32.7,1,0
TKT701799,C101423,2023-10-26,Technical Support,31.3,1,1
TKT701800,C101424,2026-07-23,Account Access,2.8,4,0
TKT701801,C101426,2023-08-02,Billing Issue,17.4,1,0
TKT701802,C101429,2025-09-06,General Inquiry,18.2,4,0
TKT701803,C101429,2025-07-21,Billing Issue,57.4,2,0
TKT701804,C101431,2026-05-03,Delivery Delay,33.3,3,0
TKT701805,C101431,2026-01-04,Account Access,14.7,3,0
TKT701806,C101434,2025-04-15,General Inquiry,0.0,2,0
TKT701807,C101434,2024-12-13,Delivery Delay,21.2,1,0
TKT701808,C101434,2026-06-16,Billing Issue,5.5,2,0
TKT701809,C101436,2026-01-22,Return Request,23.7,2,1
TKT701810,C101437,2026-08-02,Refund Request,3.7,3,0
TKT701811,C101439,2022-11-09,Technical Support,7.9,1,0
TKT701812,C101439,2026-08-12,Product Defect,5.1,1,1
TKT701813,C101441,2025-12-27,Technical Support,6.0,3,0
TKT701814,C101442,2024-10-25,Technical Support,1.3,1,0
TKT701815,C101442,2022-09-05,Billing Issue,4.9,1,0
TKT701816,C101444,2024-02-17,Return Request,11.5,2,0
TKT701817,C101444,2024-03-08,Billing Issue,8.6,1,0
TKT701818,C101444,2026-05-06,Billing Issue,10.4,1,1
TKT701819,C101445,2026-07-23,Billing Issue,13.6,2,0
TKT701820,C101445,2025-09-10,General Inquiry,20.4,2,0
TKT701821,C101446,2025-05-26,Refund Request,6.0,1,0
TKT701822,C101446,2024-08-30,Account Access,19.4,2,0
TKT701823,C101447,2024-06-21,Technical Support,3.2,1,0
TKT701824,C101447,2025-05-16,General Inquiry,24.2,2,1
TKT701825,C101447,2023-05-27,Billing Issue,16.8,2,1
TKT701826,C101447,2025-10-02,Product Defect,13.8,1,0
TKT701827,C101449,2025-11-13,Refund Request,15.8,1,0
TKT701828,C101450,2023-09-21,Return Request,32.0,3,0
TKT701829,C101450,2024-08-20,General Inquiry,24.6,1,0
TKT701830,C101450,2023-07-21,Billing Issue,11.0,1,0
TKT701831,C101451,2022-10-04,Account Access,34.7,2,1
TKT701832,C101452,2025-10-13,Account Access,10.8,3,0
TKT701833,C101455,2024-10-14,Refund Request,26.2,2,0
TKT701834,C101455,2025-12-24,Technical Support,6.1,5,0
TKT701835,C101456,2025-08-22,Delivery Delay,10.2,1,0
TKT701836,C101456,2023-10-05,Delivery Delay,20.4,2,0
TKT701837,C101458,2026-03-28,Delivery Delay,14.3,2,0
TKT701838,C101458,2026-03-01,General Inquiry,21.7,1,0
TKT701839,C101458,2026-05-10,Account Access,42.8,1,1
TKT701840,C101458,2026-05-24,Delivery Delay,29.8,1,0
TKT701841,C101460,2026-08-03,Technical Support,15.0,1,1
TKT701842,C101460,2026-05-26,Refund Request,12.6,2,1
TKT701843,C101460,2026-04-02,Refund Request,20.7,1,1
TKT701844,C101462,2026-06-23,Product Defect,21.5,4,0
TKT701845,C101464,2025-11-13,Technical Support,6.2,2,0
TKT701846,C101466,2024-12-06,Delivery Delay,2.2,2,1
TKT701847,C101466,2023-02-27,Return Request,9.8,1,0
TKT701848,C101468,2026-03-25,Billing Issue,18.6,3,0
TKT701849,C101471,2026-04-12,Delivery Delay,3.7,1,0
TKT701850,C101473,2025-09-24,Delivery Delay,5.9,1,0
TKT701851,C101474,2026-07-25,Delivery Delay,26.9,1,0
TKT701852,C101474,2026-03-21,Delivery Delay,1.7,1,0
TKT701853,C101475,2026-05-31,Return Request,9.4,1,0
TKT701854,C101476,2024-03-29,Return Request,7.8,2,0
TKT701855,C101477,2024-10-03,Return Request,11.1,2,0
TKT701856,C101477,2026-06-27,Product Defect,3.6,4,0
TKT701857,C101480,2025-06-16,Delivery Delay,16.2,3,0
TKT701858,C101481,2024-12-25,Refund Request,9.2,3,0
TKT701859,C101481,2024-06-22,General Inquiry,20.4,2,0
TKT701860,C101481,2025-06-17,Refund Request,19.4,1,0
TKT701861,C101481,2025-04-19,Account Access,18.7,2,0
TKT701862,C101481,2026-03-22,Product Defect,32.9,4,0
TKT701863,C101481,2026-07-29,General Inquiry,32.0,1,0
TKT701864,C101483,2025-12-18,Billing Issue,10.2,1,0
TKT701865,C101483,2023-09-17,Technical Support,13.0,1,0
TKT701866,C101483,2026-07-26,Billing Issue,3.1,2,0
TKT701867,C101484,2026-06-05,Product Defect,10.9,2,0
TKT701868,C101484,2024-04-15,Return Request,38.5,1,0
TKT701869,C101484,2025-03-03,Return Request,32.6,1,0
TKT701870,C101486,2024-12-22,Refund Request,21.1,1,0
TKT701871,C101486,2024-07-22,Refund Request,12.7,2,0
TKT701872,C101488,2025-04-07,Billing Issue,5.6,4,0
TKT701873,C101490,2025-09-27,Technical Support,11.7,3,0
TKT701874,C101490,2025-07-01,Return Request,2.6,1,1
TKT701875,C101491,2026-03-30,Refund Request,16.6,4,0
TKT701876,C101492,2023-04-11,Account Access,8.8,3,0
TKT701877,C101493,2024-09-09,Billing Issue,16.2,3,0
TKT701878,C101493,2026-07-03,Account Access,31.6,2,0
TKT701879,C101495,2025-01-08,Billing Issue,3.6,4,0
TKT701880,C101495,2026-07-19,Billing Issue,4.8,5,0
TKT701881,C101496,2025-06-27,Billing Issue,13.3,1,0
TKT701882,C101496,2024-07-18,General Inquiry,9.0,3,0
TKT701883,C101498,2024-11-04,Delivery Delay,11.6,3,0
TKT701884,C101499,2025-03-25,Product Defect,5.9,3,0
TKT701885,C101500,2024-03-06,Account Access,8.8,3,0
TKT701886,C101501,2025-12-02,Refund Request,3.9,2,1
TKT701887,C101502,2026-08-07,Technical Support,20.0,2,0
TKT701888,C101504,2026-02-27,Account Access,48.3,1,1
TKT701889,C101504,2025-10-06,Account Access,11.8,1,0
TKT701890,C101505,2024-09-18,Account Access,1.5,4,0
TKT701891,C101505,2025-06-21,General Inquiry,25.1,2,0
TKT701892,C101505,2024-05-14,Product Defect,57.0,3,0
TKT701893,C101508,2025-06-14,General Inquiry,2.5,3,0
TKT701894,C101509,2025-05-29,General Inquiry,28.5,1,0
TKT701895,C101509,2024-12-02,Account Access,24.5,4,0
TKT701896,C101509,2025-07-12,Delivery Delay,10.9,1,0
TKT701897,C101510,2024-12-06,Billing Issue,12.0,2,0
TKT701898,C101513,2025-03-09,Technical Support,9.1,2,0
TKT701899,C101514,2026-05-15,Technical Support,9.2,3,0
TKT701900,C101515,2026-05-12,Refund Request,2.4,2,0
TKT701901,C101517,2024-07-04,Product Defect,15.0,3,0
TKT701902,C101522,2025-12-07,Return Request,9.9,4,0
TKT701903,C101524,2023-04-01,Return Request,11.3,1,0
TKT701904,C101527,2026-02-14,General Inquiry,10.6,2,0
TKT701905,C101527,2026-04-23,Product Defect,18.2,1,0
TKT701906,C101528,2024-02-20,Account Access,9.0,3,0
TKT701907,C101530,2026-07-09,Return Request,3.6,2,1
TKT701908,C101530,2023-04-30,Account Access,17.5,2,0
TKT701909,C101531,2024-10-02,Product Defect,7.0,3,0
TKT701910,C101531,2026-05-11,Return Request,12.9,3,1
TKT701911,C101533,2022-06-12,Account Access,7.1,1,0
TKT701912,C101533,2022-08-09,General Inquiry,2.2,1,0
TKT701913,C101533,2026-02-13,Return Request,23.2,1,0
TKT701914,C101533,2026-05-29,Product Defect,2.3,4,0
TKT701915,C101534,2024-08-06,Return Request,12.1,3,0
TKT701916,C101535,2025-02-11,Delivery Delay,5.1,1,0
TKT701917,C101535,2026-02-12,Billing Issue,25.7,1,0
TKT701918,C101536,2026-03-21,Refund Request,7.1,3,0
TKT701919,C101537,2026-07-24,Refund Request,17.2,1,0
TKT701920,C101537,2024-01-20,Product Defect,3.6,1,1
TKT701921,C101539,2025-05-30,Return Request,14.5,4,0
TKT701922,C101539,2025-04-21,Account Access,5.9,1,0
TKT701923,C101541,2026-05-16,Account Access,7.3,5,0
TKT701924,C101542,2026-07-10,Technical Support,18.2,4,0
TKT701925,C101544,2024-04-28,Billing Issue,12.5,2,0
TKT701926,C101545,2024-10-23,General Inquiry,39.2,2,0
TKT701927,C101548,2026-05-17,Delivery Delay,39.6,2,0
TKT701928,C101549,2025-12-09,General Inquiry,8.1,2,0
TKT701929,C101550,2025-09-14,Billing Issue,16.4,2,1
TKT701930,C101550,2025-12-02,General Inquiry,15.0,2,0
TKT701931,C101550,2026-07-11,General Inquiry,1.7,1,0
TKT701932,C101552,2026-07-24,Return Request,6.2,2,0
TKT701933,C101553,2025-08-15,Billing Issue,25.4,1,1
TKT701934,C101554,2026-02-18,Return Request,35.5,2,0
TKT701935,C101554,2026-01-21,Refund Request,29.1,3,0
TKT701936,C101555,2025-11-02,Billing Issue,7.6,3,1
TKT701937,C101555,2025-12-11,Technical Support,9.5,5,0
TKT701938,C101555,2026-05-01,Delivery Delay,24.1,1,0
TKT701939,C101556,2025-01-10,Delivery Delay,5.4,2,0
TKT701940,C101556,2025-09-04,General Inquiry,18.5,1,0
TKT701941,C101556,2024-12-28,General Inquiry,7.6,3,1
TKT701942,C101557,2025-11-08,Refund Request,12.6,3,0
TKT701943,C101558,2026-08-05,Delivery Delay,5.1,3,0
TKT701944,C101559,2024-02-28,Technical Support,8.3,1,0
TKT701945,C101559,2021-09-29,Product Defect,17.6,1,0
TKT701946,C101560,2026-05-03,Account Access,72.5,1,0
TKT701947,C101560,2024-04-15,Refund Request,29.6,1,0
TKT701948,C101561,2024-05-26,Delivery Delay,18.2,3,0
TKT701949,C101561,2024-06-05,Product Defect,10.6,1,0
TKT701950,C101562,2023-01-31,General Inquiry,16.8,1,0
TKT701951,C101564,2024-07-31,Technical Support,13.4,3,0
TKT701952,C101564,2024-11-06,Account Access,8.1,1,1
TKT701953,C101564,2024-10-31,Technical Support,26.5,2,0
TKT701954,C101566,2026-01-29,Product Defect,24.1,2,0
TKT701955,C101566,2025-10-29,Technical Support,32.5,2,0
TKT701956,C101568,2023-09-12,Return Request,14.1,2,1
TKT701957,C101571,2025-12-28,General Inquiry,6.6,1,0
TKT701958,C101573,2025-05-12,Billing Issue,4.7,3,0
TKT701959,C101575,2026-04-21,Delivery Delay,21.0,1,0
TKT701960,C101575,2025-12-24,Refund Request,17.2,2,0
TKT701961,C101575,2025-10-03,Return Request,17.0,1,0
TKT701962,C101575,2025-11-17,General Inquiry,24.5,2,1
TKT701963,C101575,2026-03-10,Return Request,7.1,1,0
TKT701964,C101576,2024-09-06,Refund Request,4.6,1,0
TKT701965,C101576,2025-11-28,Account Access,28.0,2,0
TKT701966,C101577,2025-04-16,Return Request,10.6,1,1
TKT701967,C101577,2022-05-02,Billing Issue,15.9,1,0
TKT701968,C101579,2024-01-28,Return Request,4.3,2,0
TKT701969,C101580,2024-12-22,Account Access,6.5,2,0
TKT701970,C101580,2025-12-06,Product Defect,36.4,1,0
TKT701971,C101582,2021-09-14,General Inquiry,2.2,3,0
TKT701972,C101582,2023-05-12,Product Defect,1.4,5,0
TKT701973,C101584,2024-04-17,General Inquiry,33.1,1,1
TKT701974,C101585,2026-05-14,Return Request,8.0,2,0
TKT701975,C101585,2025-09-29,Return Request,21.0,1,0
TKT701976,C101585,2026-06-08,Account Access,7.0,2,0
TKT701977,C101585,2026-03-08,Delivery Delay,15.1,2,0
TKT701978,C101585,2026-02-26,Account Access,15.2,1,0
TKT701979,C101586,2025-01-21,Return Request,11.4,3,0
TKT701980,C101586,2026-02-04,Return Request,21.2,4,0
TKT701981,C101587,2026-04-10,Delivery Delay,14.4,2,0
TKT701982,C101587,2024-11-24,Refund Request,5.4,2,0
TKT701983,C101589,2024-07-11,Delivery Delay,32.2,3,0
TKT701984,C101589,2026-07-24,Refund Request,7.2,1,1
TKT701985,C101591,2025-05-21,General Inquiry,20.2,1,0
TKT701986,C101591,2026-03-01,Delivery Delay,21.6,1,0
TKT701987,C101592,2024-10-20,Delivery Delay,4.1,3,0
TKT701988,C101592,2024-05-12,Refund Request,27.5,3,0
TKT701989,C101592,2025-07-18,Account Access,8.5,4,0
TKT701990,C101595,2026-08-01,General Inquiry,6.8,3,0
TKT701991,C101595,2025-12-10,Product Defect,9.5,1,1
TKT701992,C101595,2025-06-06,Return Request,28.4,2,0
TKT701993,C101596,2023-03-20,Product Defect,4.8,1,0
TKT701994,C101596,2022-11-20,Technical Support,7.2,4,0
TKT701995,C101596,2023-08-05,Refund Request,48.6,2,0
TKT701996,C101597,2026-07-10,Refund Request,2.5,2,0
TKT701997,C101600,2026-08-06,Delivery Delay,26.4,2,1
TKT701998,C101600,2024-06-27,Technical Support,27.4,3,1
TKT701999,C101600,2026-06-27,Product Defect,18.9,2,0
TKT702000,C101603,2026-07-24,Return Request,17.2,2,0
TKT702001,C101603,2026-08-02,Delivery Delay,46.9,3,1
TKT702002,C101603,2026-07-28,Return Request,4.4,3,0
TKT702003,C101604,2023-01-01,Return Request,20.4,3,0
TKT702004,C101607,2024-07-09,Product Defect,30.9,1,0
TKT702005,C101607,2025-08-15,Return Request,15.5,1,0
TKT702006,C101607,2026-05-02,Delivery Delay,17.2,2,0
TKT702007,C101608,2025-08-11,Delivery Delay,12.8,1,1
TKT702008,C101608,2025-04-26,Account Access,13.9,1,1
TKT702009,C101609,2024-07-14,Refund Request,16.3,4,0
TKT702010,C101610,2025-01-24,Billing Issue,3.6,4,1
TKT702011,C101611,2026-06-09,Technical Support,2.6,4,0
TKT702012,C101612,2026-04-23,Return Request,7.3,4,0
TKT702013,C101612,2026-06-29,General Inquiry,0.4,4,0
TKT702014,C101613,2024-11-03,Technical Support,4.1,5,0
TKT702015,C101614,2025-06-18,Technical Support,21.8,1,0
TKT702016,C101615,2023-02-25,Product Defect,29.1,2,0
TKT702017,C101615,2021-08-14,Product Defect,39.4,2,1
TKT702018,C101616,2025-06-26,Product Defect,5.3,3,0
TKT702019,C101619,2024-07-22,Product Defect,12.3,2,0
TKT702020,C101620,2024-10-21,Account Access,15.8,2,0
TKT702021,C101620,2024-08-10,General Inquiry,18.6,1,1
TKT702022,C101620,2024-11-24,Delivery Delay,43.2,1,0
TKT702023,C101621,2026-08-06,General Inquiry,2.3,2,0
TKT702024,C101621,2026-08-01,Return Request,4.9,1,0
TKT702025,C101623,2026-08-02,Billing Issue,16.7,3,0
TKT702026,C101624,2026-08-05,Technical Support,15.7,1,0
TKT702027,C101627,2023-10-09,Refund Request,31.7,2,0
TKT702028,C101628,2026-06-10,Billing Issue,13.7,4,0
TKT702029,C101633,2026-05-25,Technical Support,24.1,2,0
TKT702030,C101636,2026-05-09,Return Request,27.6,3,0
TKT702031,C101636,2022-06-19,Account Access,5.8,2,0
TKT702032,C101638,2025-01-05,General Inquiry,24.4,1,1
TKT702033,C101639,2025-04-07,Account Access,4.4,1,0
TKT702034,C101639,2026-01-17,General Inquiry,19.0,2,0
TKT702035,C101639,2025-10-09,Billing Issue,31.1,2,0
TKT702036,C101640,2026-06-05,Billing Issue,23.2,1,0
TKT702037,C101640,2025-09-25,General Inquiry,9.4,3,0
TKT702038,C101641,2023-10-05,Billing Issue,7.6,3,0
TKT702039,C101643,2026-07-31,Account Access,21.8,1,1
TKT702040,C101643,2025-05-11,Delivery Delay,22.5,1,0
TKT702041,C101643,2025-07-27,Billing Issue,15.4,3,0
TKT702042,C101643,2026-01-30,Product Defect,14.5,2,0
TKT702043,C101643,2024-02-28,Refund Request,4.9,1,0
TKT702044,C101644,2025-03-14,Billing Issue,3.3,2,1
TKT702045,C101644,2025-11-24,Refund Request,11.5,2,1
TKT702046,C101644,2025-09-26,Account Access,19.3,4,0
TKT702047,C101645,2023-01-12,Technical Support,14.9,4,0
TKT702048,C101647,2026-03-24,General Inquiry,24.6,2,0
TKT702049,C101648,2025-06-06,General Inquiry,12.8,3,1
TKT702050,C101648,2025-02-05,General Inquiry,26.3,2,0
TKT702051,C101649,2023-03-08,Billing Issue,24.4,1,0
TKT702052,C101649,2023-10-31,Billing Issue,16.8,1,0
TKT702053,C101649,2026-01-15,Return Request,10.8,1,0
TKT702054,C101650,2024-11-28,Product Defect,24.2,4,0
TKT702055,C101651,2025-10-08,Account Access,13.0,2,0
TKT702056,C101652,2026-05-02,General Inquiry,7.3,1,0
TKT702057,C101652,2026-06-29,Return Request,51.0,4,0
TKT702058,C101653,2026-07-30,Return Request,5.8,4,0
TKT702059,C101653,2026-08-05,Product Defect,2.5,5,0
TKT702060,C101654,2026-06-21,Return Request,5.1,4,0
TKT702061,C101655,2025-12-29,Refund Request,17.2,1,0
TKT702062,C101655,2026-02-24,General Inquiry,5.0,1,1
TKT702063,C101656,2022-09-03,Product Defect,38.9,1,0
TKT702064,C101656,2025-01-31,Account Access,17.5,2,0
TKT702065,C101657,2024-11-19,Delivery Delay,6.5,2,0
TKT702066,C101658,2022-05-24,Refund Request,5.6,3,0
TKT702067,C101660,2026-05-16,Return Request,17.9,1,1
TKT702068,C101661,2025-06-25,General Inquiry,19.2,2,1
TKT702069,C101661,2025-10-06,Return Request,21.0,1,0
TKT702070,C101661,2025-09-21,Billing Issue,16.6,1,0
TKT702071,C101664,2025-11-03,Billing Issue,26.2,3,0
TKT702072,C101664,2026-06-07,Account Access,3.7,2,0
TKT702073,C101665,2025-12-04,Billing Issue,5.3,5,0
TKT702074,C101665,2026-06-02,Technical Support,19.2,2,1
TKT702075,C101665,2024-03-03,Product Defect,1.1,2,0
TKT702076,C101665,2025-02-14,Billing Issue,29.9,3,0
TKT702077,C101668,2024-05-23,Billing Issue,16.1,4,0
TKT702078,C101669,2026-05-16,General Inquiry,6.9,3,0
TKT702079,C101670,2026-07-01,Product Defect,6.1,3,0
TKT702080,C101670,2026-07-01,Billing Issue,9.7,2,0
TKT702081,C101674,2026-05-07,Delivery Delay,13.0,3,0
TKT702082,C101675,2025-01-12,Delivery Delay,27.5,1,0
TKT702083,C101675,2023-10-15,Delivery Delay,25.8,1,0
TKT702084,C101676,2024-02-23,Account Access,5.7,3,0
TKT702085,C101679,2025-05-02,Account Access,20.3,2,0
TKT702086,C101679,2025-01-17,Return Request,11.2,1,1
TKT702087,C101679,2024-02-08,Delivery Delay,3.0,2,0
TKT702088,C101680,2025-02-09,Return Request,1.9,3,0
TKT702089,C101681,2023-03-16,Account Access,9.8,3,0
TKT702090,C101681,2025-04-13,Return Request,4.5,2,0
