session_id,customer_id,session_date,pages_viewed,time_on_site_min,device,added_to_cart,traffic_source
WEB918386,C101445,2026-05-19,4,3.4,Desktop,0,Direct
WEB918387,C101445,2025-09-23,3,3.7,Desktop,0,Direct
WEB918388,C101445,2025-05-07,3,3.4,Desktop,0,Email
WEB918389,C101445,2026-01-05,7,4.2,Desktop,0,Social
WEB918390,C101445,2026-06-08,12,8.1,Desktop,0,Paid Search
WEB918391,C101445,2026-07-26,10,9.9,Mobile,0,Social
WEB918392,C101445,2026-08-05,6,11.3,Tablet,0,Email
WEB918393,C101445,2025-04-13,7,12.0,Mobile,0,Organic Search
WEB918394,C101446,2025-08-13,5,5.5,Desktop,0,Social
WEB918395,C101446,2025-05-05,5,6.3,Mobile,0,Paid Search
WEB918396,C101446,2026-07-24,2,5.4,Mobile,0,Organic Search
WEB918397,C101446,2024-06-01,5,4.7,Desktop,0,Email
WEB918398,C101446,2024-06-21,3,4.8,Mobile,0,Paid Search
WEB918399,C101447,2025-08-09,9,7.0,Mobile,0,Direct
WEB918400,C101447,2025-06-07,2,3.3,Tablet,0,Direct
WEB918401,C101447,2025-01-20,8,8.8,Desktop,0,Paid Search
WEB918402,C101447,2023-07-05,5,4.9,Desktop,0,Direct
WEB918403,C101447,2025-06-03,5,7.3,Mobile,0,Email
WEB918404,C101447,2025-12-15,10,8.0,Desktop,0,Social
WEB918405,C101447,2024-01-21,4,5.8,Mobile,0,Paid Search
WEB918406,C101447,2024-02-06,4,4.3,Desktop,0,Organic Search
WEB918407,C101447,2026-08-03,5,15.5,Mobile,0,Organic Search
WEB918408,C101447,2026-04-08,6,9.5,Desktop,0,Direct
WEB918409,C101447,2026-08-08,10,10.5,Mobile,0,Social
WEB918410,C101448,2026-02-26,8,11.5,Mobile,0,Social
WEB918411,C101448,2026-03-18,3,4.5,Desktop,1,Organic Search
WEB918412,C101448,2026-07-16,9,8.1,Desktop,0,Email
WEB918413,C101448,2026-05-03,8,5.3,Desktop,0,Email
WEB918414,C101448,2026-06-26,5,6.6,Desktop,0,Social
WEB918415,C101448,2026-03-12,9,6.4,Desktop,0,Organic Search
WEB918416,C101448,2026-04-06,7,10.3,Tablet,1,Direct
WEB918417,C101448,2026-01-26,9,6.4,Mobile,0,Organic Search
WEB918418,C101448,2026-07-12,6,5.9,Mobile,0,Email
WEB918419,C101448,2026-05-29,5,3.8,Mobile,0,Direct
WEB918420,C101448,2026-04-04,3,9.9,Mobile,1,Paid Search
WEB918421,C101448,2026-03-15,9,8.3,Mobile,0,Paid Search
WEB918422,C101448,2026-01-14,9,7.3,Desktop,0,Email
WEB918423,C101448,2026-07-26,13,10.5,Desktop,0,Direct
WEB918424,C101448,2026-07-24,5,7.7,Desktop,1,Social
WEB918425,C101448,2026-07-26,7,6.6,Mobile,0,Direct
WEB918426,C101448,2026-04-15,8,13.5,Desktop,0,Email
WEB918427,C101448,2026-03-04,9,6.1,Mobile,0,Social
WEB918428,C101449,2024-01-28,11,14.3,Desktop,0,Direct
WEB918429,C101449,2024-10-22,6,6.7,Desktop,0,Direct
WEB918430,C101449,2025-03-26,12,9.6,Desktop,0,Paid Search
WEB918431,C101449,2026-03-28,9,6.1,Desktop,0,Direct
WEB918432,C101449,2024-04-03,11,10.5,Mobile,0,Email
WEB918433,C101449,2024-01-28,6,6.1,Mobile,0,Direct
WEB918434,C101449,2026-06-20,5,5.9,Desktop,0,Paid Search
WEB918435,C101449,2025-12-07,7,10.6,Desktop,0,Social
WEB918436,C101449,2025-05-10,4,2.9,Mobile,0,Direct
WEB918437,C101449,2024-02-06,9,6.3,Mobile,1,Direct
WEB918438,C101449,2025-02-12,5,6.8,Tablet,0,Paid Search
WEB918439,C101449,2025-12-11,6,6.9,Mobile,0,Direct
WEB918440,C101449,2025-09-23,12,13.1,Mobile,0,Organic Search
WEB918441,C101449,2026-05-18,7,4.7,Mobile,1,Paid Search
WEB918442,C101449,2026-04-22,4,4.6,Mobile,0,Social
WEB918443,C101449,2026-06-02,7,9.6,Mobile,0,Paid Search
WEB918444,C101449,2024-12-16,7,12.2,Desktop,0,Email
WEB918445,C101449,2025-03-31,7,6.5,Desktop,0,Paid Search
WEB918446,C101449,2023-11-03,9,5.3,Mobile,0,Direct
WEB918447,C101449,2024-11-19,4,4.3,Tablet,0,Organic Search
WEB918448,C101449,2026-03-08,7,8.7,Mobile,0,Social
WEB918449,C101449,2024-05-26,10,8.6,Tablet,0,Organic Search
WEB918450,C101449,2026-04-03,4,10.2,Desktop,1,Organic Search
WEB918451,C101449,2024-09-27,8,6.6,Mobile,0,Direct
WEB918452,C101449,2024-10-13,4,3.9,Desktop,0,Direct
WEB918453,C101450,2024-06-22,5,5.4,Mobile,0,Paid Search
WEB918454,C101450,2024-02-23,7,6.7,Desktop,1,Email
WEB918455,C101450,2025-11-23,4,6.1,Desktop,0,Direct
WEB918456,C101450,2024-07-07,5,3.7,Desktop,0,Direct
WEB918457,C101450,2025-08-25,3,12.6,Desktop,0,Organic Search
WEB918458,C101450,2025-07-30,8,10.8,Mobile,0,Social
WEB918459,C101450,2026-08-09,5,4.3,Mobile,0,Organic Search
WEB918460,C101450,2024-06-11,4,4.5,Mobile,0,Direct
WEB918461,C101451,2024-11-11,6,8.9,Mobile,0,Organic Search
WEB918462,C101451,2022-09-15,8,5.1,Desktop,0,Paid Search
WEB918463,C101451,2026-03-10,12,9.1,Desktop,0,Paid Search
WEB918464,C101451,2025-08-26,9,5.3,Mobile,0,Organic Search
WEB918465,C101451,2022-07-20,11,7.2,Mobile,0,Organic Search
WEB918466,C101451,2023-08-01,6,5.0,Desktop,0,Direct
WEB918467,C101451,2026-01-11,14,9.3,Mobile,0,Social
WEB918468,C101451,2023-05-05,11,11.5,Mobile,0,Social
WEB918469,C101451,2025-08-20,9,7.0,Tablet,0,Paid Search
WEB918470,C101451,2025-04-02,7,7.4,Desktop,0,Direct
WEB918471,C101451,2023-09-15,8,8.0,Mobile,0,Organic Search
WEB918472,C101451,2025-10-15,13,8.6,Mobile,0,Direct
WEB918473,C101451,2026-05-28,3,5.7,Mobile,0,Paid Search
WEB918474,C101451,2025-08-26,5,6.9,Mobile,0,Organic Search
WEB918475,C101451,2023-03-02,6,11.5,Desktop,1,Email
WEB918476,C101451,2023-08-09,7,8.9,Mobile,0,Direct
WEB918477,C101451,2025-09-28,9,10.6,Mobile,0,Organic Search
WEB918478,C101451,2023-02-09,8,9.3,Mobile,0,Email
WEB918479,C101451,2025-10-07,13,12.2,Mobile,0,Organic Search
WEB918480,C101451,2025-02-21,14,15.9,Mobile,0,Direct
WEB918481,C101451,2026-03-02,9,11.7,Mobile,0,Organic Search
WEB918482,C101451,2023-11-17,9,4.9,Mobile,0,Email
WEB918483,C101451,2024-04-02,11,10.5,Desktop,0,Email
WEB918484,C101451,2025-02-15,10,11.2,Mobile,0,Direct
WEB918485,C101451,2026-04-08,9,11.9,Mobile,0,Organic Search
WEB918486,C101451,2025-03-20,8,8.5,Mobile,0,Email
WEB918487,C101451,2025-05-06,7,6.0,Tablet,0,Email
WEB918488,C101451,2024-06-26,6,5.6,Desktop,0,Organic Search
WEB918489,C101451,2024-07-23,11,10.3,Mobile,0,Paid Search
WEB918490,C101452,2026-03-31,3,3.2,Mobile,0,Organic Search
WEB918491,C101452,2022-08-14,6,8.2,Mobile,0,Direct
WEB918492,C101452,2024-12-26,7,8.4,Mobile,0,Social
WEB918493,C101452,2026-03-04,4,4.2,Desktop,1,Paid Search
WEB918494,C101452,2023-01-25,5,8.0,Mobile,0,Organic Search
WEB918495,C101452,2022-04-23,6,5.1,Mobile,0,Organic Search
WEB918496,C101452,2023-05-23,3,2.9,Mobile,0,Direct
WEB918497,C101453,2023-03-22,5,3.4,Mobile,0,Organic Search
WEB918498,C101453,2024-03-26,3,8.7,Mobile,1,Email
WEB918499,C101454,2026-05-22,3,7.2,Desktop,0,Direct
WEB918500,C101454,2025-04-16,2,3.1,Mobile,0,Organic Search
WEB918501,C101454,2025-12-22,6,5.5,Tablet,1,Organic Search
WEB918502,C101454,2025-10-14,5,6.4,Mobile,1,Organic Search
WEB918503,C101455,2022-05-01,8,6.2,Desktop,0,Paid Search
WEB918504,C101455,2023-10-09,5,3.6,Mobile,0,Organic Search
WEB918505,C101455,2023-11-02,5,5.4,Desktop,0,Organic Search
WEB918506,C101455,2024-12-30,7,6.3,Desktop,0,Paid Search
WEB918507,C101455,2024-04-04,6,6.4,Mobile,0,Organic Search
WEB918508,C101455,2024-07-17,7,4.8,Mobile,1,Email
WEB918509,C101455,2024-08-06,5,4.2,Mobile,0,Organic Search
WEB918510,C101455,2022-11-01,7,6.3,Mobile,1,Paid Search
WEB918511,C101455,2024-02-18,2,4.7,Desktop,0,Direct
WEB918512,C101455,2024-03-10,5,7.1,Desktop,0,Direct
WEB918513,C101455,2025-07-14,4,3.0,Mobile,0,Direct
WEB918514,C101455,2023-08-15,8,5.8,Mobile,1,Direct
WEB918515,C101455,2024-10-13,11,9.2,Mobile,0,Social
WEB918516,C101455,2025-05-18,7,5.5,Mobile,0,Organic Search
WEB918517,C101455,2026-07-17,7,7.8,Desktop,0,Organic Search
WEB918518,C101456,2023-01-17,4,7.7,Mobile,0,Organic Search
WEB918519,C101457,2026-07-11,8,8.6,Mobile,0,Direct
WEB918520,C101457,2025-10-06,6,6.6,Desktop,0,Organic Search
WEB918521,C101457,2026-06-05,3,8.3,Mobile,0,Direct
WEB918522,C101457,2025-05-03,5,7.4,Mobile,0,Organic Search
WEB918523,C101457,2025-05-02,7,7.8,Mobile,0,Social
WEB918524,C101457,2024-12-25,3,6.1,Mobile,0,Paid Search
WEB918525,C101457,2025-11-25,4,5.8,Desktop,0,Organic Search
WEB918526,C101457,2025-04-02,7,8.9,Tablet,0,Direct
WEB918527,C101457,2026-03-17,3,7.6,Mobile,0,Organic Search
WEB918528,C101457,2024-12-23,13,16.0,Desktop,0,Direct
WEB918529,C101457,2025-10-16,8,12.3,Mobile,0,Paid Search
WEB918530,C101457,2025-09-05,5,3.3,Tablet,1,Email
WEB918531,C101457,2026-01-08,10,13.2,Tablet,0,Organic Search
WEB918532,C101457,2026-04-15,6,4.9,Tablet,1,Organic Search
WEB918533,C101457,2025-07-05,8,5.2,Mobile,0,Organic Search
WEB918534,C101457,2025-03-18,10,12.4,Mobile,0,Organic Search
WEB918535,C101457,2025-03-25,8,8.2,Tablet,0,Paid Search
WEB918536,C101457,2025-02-02,4,7.7,Desktop,0,Social
WEB918537,C101457,2025-02-20,11,9.1,Mobile,0,Paid Search
WEB918538,C101457,2025-03-29,9,9.0,Mobile,0,Social
WEB918539,C101458,2026-08-04,11,9.4,Desktop,0,Email
WEB918540,C101458,2026-07-05,5,2.7,Desktop,0,Direct
WEB918541,C101458,2026-05-29,4,2.3,Mobile,0,Direct
WEB918542,C101458,2026-03-26,9,7.5,Mobile,0,Direct
WEB918543,C101458,2026-07-21,5,10.1,Desktop,0,Direct
WEB918544,C101458,2026-04-13,5,6.0,Mobile,0,Organic Search
WEB918545,C101458,2026-05-09,6,9.5,Mobile,0,Paid Search
WEB918546,C101458,2026-04-18,8,5.4,Mobile,0,Paid Search
WEB918547,C101458,2026-07-22,4,3.4,Tablet,0,Organic Search
WEB918548,C101458,2026-05-22,5,5.7,Desktop,0,Social
WEB918549,C101458,2026-03-15,14,7.9,Mobile,0,Social
WEB918550,C101458,2026-06-11,10,11.5,Desktop,0,Paid Search
WEB918551,C101458,2026-06-01,7,4.8,Mobile,0,Social
WEB918552,C101458,2026-03-16,5,5.6,Desktop,0,Organic Search
WEB918553,C101458,2026-03-26,5,10.4,Mobile,0,Organic Search
WEB918554,C101458,2026-06-20,7,6.4,Mobile,0,Direct
WEB918555,C101459,2025-10-17,8,10.3,Mobile,0,Organic Search
WEB918556,C101459,2026-06-10,4,4.9,Desktop,0,Organic Search
WEB918557,C101459,2026-05-17,6,6.9,Desktop,0,Direct
WEB918558,C101459,2026-02-03,8,11.1,Mobile,0,Direct
WEB918559,C101459,2025-09-28,4,7.8,Mobile,0,Paid Search
WEB918560,C101459,2025-11-15,8,4.6,Mobile,0,Direct
WEB918561,C101459,2025-10-16,8,5.4,Mobile,0,Organic Search
WEB918562,C101460,2026-07-19,4,10.3,Mobile,0,Organic Search
WEB918563,C101460,2026-03-19,8,5.6,Mobile,0,Paid Search
WEB918564,C101460,2026-06-02,6,5.7,Mobile,0,Social
WEB918565,C101460,2026-06-12,11,9.7,Desktop,0,Organic Search
WEB918566,C101460,2026-08-05,9,7.3,Desktop,1,Direct
WEB918567,C101461,2025-06-02,9,8.5,Mobile,0,Organic Search
WEB918568,C101461,2023-01-04,15,12.0,Mobile,0,Organic Search
WEB918569,C101461,2025-10-09,10,9.0,Desktop,0,Paid Search
WEB918570,C101461,2026-06-27,5,5.0,Mobile,0,Direct
WEB918571,C101461,2024-04-03,11,9.2,Mobile,0,Email
WEB918572,C101461,2024-08-30,9,6.8,Desktop,0,Paid Search
WEB918573,C101461,2026-05-09,7,6.7,Mobile,0,Organic Search
WEB918574,C101461,2026-06-11,8,12.0,Tablet,0,Organic Search
WEB918575,C101461,2025-07-18,7,8.2,Mobile,0,Organic Search
WEB918576,C101461,2023-07-28,5,6.8,Mobile,0,Organic Search
WEB918577,C101461,2023-08-24,12,9.7,Tablet,0,Organic Search
WEB918578,C101461,2024-10-20,12,11.4,Tablet,0,Social
WEB918579,C101461,2023-05-06,8,10.7,Desktop,0,Organic Search
WEB918580,C101461,2026-03-25,9,5.6,Mobile,0,Organic Search
WEB918581,C101461,2022-12-05,7,5.2,Mobile,0,Organic Search
WEB918582,C101461,2025-10-19,8,4.2,Mobile,1,Paid Search
WEB918583,C101461,2026-07-12,12,7.3,Mobile,0,Social
WEB918584,C101461,2024-02-25,8,6.1,Mobile,0,Social
WEB918585,C101461,2022-11-07,4,3.8,Mobile,0,Organic Search
WEB918586,C101461,2023-09-18,8,4.9,Mobile,0,Organic Search
WEB918587,C101461,2023-10-08,15,8.8,Mobile,0,Social
WEB918588,C101461,2025-03-25,7,5.6,Tablet,0,Direct
WEB918589,C101461,2024-07-23,11,7.7,Mobile,0,Direct
WEB918590,C101461,2026-05-03,10,7.2,Desktop,1,Email
WEB918591,C101462,2026-07-06,11,13.5,Mobile,1,Organic Search
WEB918592,C101462,2026-07-26,5,6.8,Mobile,0,Social
WEB918593,C101462,2026-06-15,10,5.4,Mobile,0,Organic Search
WEB918594,C101462,2026-06-30,9,6.4,Mobile,0,Direct
WEB918595,C101462,2026-08-03,6,4.4,Desktop,0,Social
WEB918596,C101462,2026-07-12,9,4.7,Mobile,0,Social
WEB918597,C101462,2026-07-07,7,17.3,Mobile,0,Paid Search
WEB918598,C101462,2026-07-27,9,11.6,Mobile,0,Direct
WEB918599,C101462,2026-07-08,4,6.5,Mobile,0,Paid Search
WEB918600,C101462,2026-06-19,15,8.4,Desktop,0,Social
WEB918601,C101463,2026-03-14,9,11.5,Mobile,0,Direct
WEB918602,C101463,2022-02-28,10,6.6,Mobile,0,Direct
WEB918603,C101463,2023-09-28,5,5.8,Mobile,0,Organic Search
WEB918604,C101463,2022-05-29,10,8.5,Desktop,0,Organic Search
WEB918605,C101463,2024-04-13,8,13.6,Mobile,0,Email
WEB918606,C101463,2024-06-03,6,8.2,Mobile,0,Email
WEB918607,C101463,2021-11-14,10,12.4,Mobile,0,Social
WEB918608,C101463,2026-03-30,3,4.7,Mobile,0,Paid Search
WEB918609,C101463,2026-03-09,4,5.5,Mobile,0,Social
WEB918610,C101463,2022-07-12,4,6.3,Mobile,0,Organic Search
WEB918611,C101463,2022-09-16,10,8.3,Mobile,0,Paid Search
WEB918612,C101463,2025-02-26,6,6.8,Mobile,0,Paid Search
WEB918613,C101463,2025-02-12,5,5.5,Mobile,0,Paid Search
WEB918614,C101464,2026-05-21,8,6.8,Desktop,0,Email
WEB918615,C101464,2026-08-11,8,7.8,Tablet,0,Organic Search
WEB918616,C101464,2024-12-28,9,8.4,Desktop,0,Organic Search
WEB918617,C101464,2025-02-20,6,4.5,Mobile,0,Paid Search
WEB918618,C101464,2025-04-14,10,9.5,Tablet,1,Organic Search
WEB918619,C101464,2024-12-29,5,3.9,Desktop,0,Paid Search
WEB918620,C101464,2025-02-10,3,6.7,Desktop,0,Direct
WEB918621,C101464,2026-03-11,4,9.0,Mobile,0,Organic Search
WEB918622,C101465,2024-10-27,13,29.0,Mobile,0,Direct
WEB918623,C101465,2025-09-10,9,11.8,Mobile,0,Direct
WEB918624,C101465,2025-04-30,7,7.8,Mobile,0,Email
WEB918625,C101465,2026-02-16,6,11.2,Tablet,0,Organic Search
WEB918626,C101465,2024-09-09,8,9.5,Mobile,0,Social
WEB918627,C101465,2025-07-08,5,5.5,Mobile,0,Paid Search
WEB918628,C101465,2026-02-06,8,9.0,Mobile,0,Direct
WEB918629,C101465,2025-12-05,14,20.9,Desktop,0,Paid Search
WEB918630,C101465,2024-12-15,11,10.7,Mobile,0,Organic Search
WEB918631,C101465,2025-07-14,8,8.8,Mobile,0,Paid Search
WEB918632,C101465,2024-10-30,12,11.5,Mobile,0,Paid Search
WEB918633,C101465,2026-07-16,10,8.4,Mobile,0,Direct
WEB918634,C101465,2025-02-24,3,2.2,Mobile,0,Organic Search
WEB918635,C101465,2025-05-11,7,6.9,Tablet,0,Direct
WEB918636,C101465,2025-11-07,7,8.3,Mobile,0,Direct
WEB918637,C101465,2026-03-26,6,13.0,Mobile,1,Organic Search
WEB918638,C101465,2025-11-18,5,4.1,Desktop,0,Direct
WEB918639,C101465,2026-02-02,12,13.5,Desktop,0,Paid Search
WEB918640,C101465,2025-05-20,8,7.4,Desktop,0,Organic Search
WEB918641,C101465,2025-05-14,10,7.1,Desktop,1,Direct
WEB918642,C101465,2026-02-22,5,5.0,Mobile,0,Email
WEB918643,C101465,2026-04-29,9,12.0,Desktop,0,Organic Search
WEB918644,C101465,2026-04-16,11,12.4,Desktop,1,Paid Search
WEB918645,C101466,2026-07-03,6,4.0,Mobile,0,Direct
WEB918646,C101466,2023-09-19,9,5.7,Mobile,0,Organic Search
WEB918647,C101466,2022-05-23,11,15.0,Desktop,0,Paid Search
WEB918648,C101466,2025-07-27,9,10.7,Mobile,1,Organic Search
WEB918649,C101466,2025-05-22,11,7.9,Desktop,0,Email
WEB918650,C101466,2026-06-08,12,9.2,Mobile,0,Organic Search
WEB918651,C101466,2025-02-05,11,14.6,Mobile,0,Email
WEB918652,C101466,2025-02-11,8,4.5,Mobile,0,Paid Search
WEB918653,C101466,2022-04-17,11,14.3,Mobile,1,Direct
WEB918654,C101466,2025-08-25,7,8.5,Mobile,0,Email
WEB918655,C101466,2026-05-02,9,6.8,Mobile,0,Organic Search
WEB918656,C101466,2021-10-14,5,7.1,Desktop,0,Social
WEB918657,C101466,2024-02-27,6,8.5,Mobile,0,Social
WEB918658,C101466,2022-01-30,11,15.4,Desktop,0,Email
WEB918659,C101466,2026-02-12,10,7.2,Desktop,0,Social
WEB918660,C101466,2023-03-27,9,5.7,Mobile,0,Paid Search
WEB918661,C101467,2026-04-03,7,9.0,Mobile,0,Direct
WEB918662,C101467,2026-04-09,9,9.0,Mobile,0,Direct
WEB918663,C101467,2026-05-06,5,7.6,Mobile,0,Organic Search
WEB918664,C101467,2026-02-04,6,6.0,Tablet,0,Email
WEB918665,C101467,2026-07-31,9,13.9,Mobile,0,Organic Search
WEB918666,C101467,2026-07-26,6,4.3,Mobile,0,Email
WEB918667,C101468,2024-09-24,6,3.6,Mobile,1,Organic Search
WEB918668,C101468,2025-03-16,5,4.1,Mobile,0,Social
WEB918669,C101468,2024-07-16,4,4.1,Desktop,1,Social
WEB918670,C101468,2026-02-04,9,6.6,Tablet,0,Paid Search
WEB918671,C101468,2025-12-02,8,9.2,Desktop,0,Paid Search
WEB918672,C101468,2025-06-12,8,7.9,Mobile,0,Social
WEB918673,C101468,2025-06-04,5,9.9,Mobile,0,Paid Search
WEB918674,C101469,2024-12-22,8,9.9,Mobile,0,Organic Search
WEB918675,C101469,2025-02-15,2,2.8,Desktop,0,Organic Search
WEB918676,C101470,2025-07-12,7,3.9,Mobile,1,Direct
WEB918677,C101470,2026-07-07,6,12.1,Desktop,0,Social
WEB918678,C101470,2026-03-02,7,19.1,Desktop,0,Organic Search
WEB918679,C101470,2026-02-03,3,1.7,Desktop,1,Paid Search
WEB918680,C101470,2025-06-08,7,6.3,Desktop,0,Direct
WEB918681,C101470,2024-11-22,9,8.2,Mobile,1,Organic Search
WEB918682,C101470,2025-04-26,7,7.0,Desktop,0,Organic Search
WEB918683,C101470,2025-07-18,8,6.8,Mobile,1,Paid Search
WEB918684,C101470,2024-11-29,10,11.2,Mobile,0,Direct
WEB918685,C101470,2024-12-22,7,8.2,Desktop,0,Organic Search
WEB918686,C101471,2025-09-28,6,3.8,Desktop,0,Paid Search
WEB918687,C101471,2026-03-10,7,6.4,Desktop,1,Direct
WEB918688,C101471,2026-05-25,7,6.8,Mobile,0,Direct
WEB918689,C101471,2026-04-05,8,5.4,Mobile,0,Direct
WEB918690,C101471,2026-02-25,8,10.4,Mobile,1,Direct
WEB918691,C101471,2026-01-21,12,14.1,Desktop,0,Social
WEB918692,C101471,2026-07-12,7,7.3,Mobile,1,Email
WEB918693,C101471,2026-02-02,9,5.8,Mobile,1,Social
WEB918694,C101471,2025-11-09,6,9.6,Desktop,0,Paid Search
WEB918695,C101471,2026-01-26,9,7.9,Mobile,0,Organic Search
WEB918696,C101471,2026-06-22,7,8.4,Mobile,0,Paid Search
WEB918697,C101471,2025-10-31,13,9.1,Desktop,0,Direct
WEB918698,C101471,2026-05-14,4,7.9,Mobile,0,Email
WEB918699,C101471,2025-11-17,5,4.6,Desktop,0,Email
WEB918700,C101471,2026-04-25,9,7.6,Desktop,1,Email
WEB918701,C101471,2026-03-04,6,11.7,Desktop,1,Organic Search
WEB918702,C101471,2025-08-05,6,22.7,Mobile,1,Organic Search
WEB918703,C101472,2023-09-28,7,6.7,Mobile,0,Email
WEB918704,C101472,2024-11-26,4,3.7,Mobile,0,Direct
WEB918705,C101472,2025-10-15,4,5.2,Desktop,0,Direct
WEB918706,C101472,2026-07-12,4,5.2,Desktop,0,Direct
WEB918707,C101472,2024-11-08,6,4.5,Mobile,0,Social
WEB918708,C101472,2025-02-20,4,7.2,Mobile,0,Paid Search
WEB918709,C101473,2026-03-12,10,5.6,Mobile,0,Organic Search
WEB918710,C101473,2026-04-09,7,4.1,Tablet,0,Direct
WEB918711,C101473,2024-11-10,6,8.3,Mobile,0,Direct
WEB918712,C101473,2026-01-28,12,11.9,Tablet,0,Organic Search
WEB918713,C101473,2025-03-01,5,7.4,Desktop,0,Paid Search
WEB918714,C101473,2025-06-18,5,3.3,Desktop,0,Email
WEB918715,C101473,2026-03-28,5,6.0,Mobile,0,Social
WEB918716,C101473,2026-03-26,5,2.9,Desktop,0,Organic Search
WEB918717,C101473,2025-04-14,10,5.8,Mobile,0,Email
WEB918718,C101473,2024-12-15,5,4.3,Mobile,0,Organic Search
WEB918719,C101473,2025-09-06,8,10.2,Tablet,0,Social
WEB918720,C101473,2025-02-04,9,4.9,Desktop,0,Social
WEB918721,C101473,2025-06-13,8,10.7,Desktop,0,Paid Search
WEB918722,C101473,2025-11-29,4,7.8,Mobile,0,Paid Search
WEB918723,C101474,2022-09-18,9,11.8,Desktop,0,Direct
WEB918724,C101474,2023-05-15,7,4.3,Mobile,0,Organic Search
WEB918725,C101474,2023-01-10,7,6.6,Tablet,0,Organic Search
WEB918726,C101474,2024-04-06,6,4.6,Mobile,0,Paid Search
WEB918727,C101474,2024-07-29,5,4.3,Mobile,0,Organic Search
WEB918728,C101474,2024-03-18,6,7.9,Mobile,0,Organic Search
WEB918729,C101474,2023-10-17,8,7.6,Desktop,0,Paid Search
WEB918730,C101474,2023-07-14,13,10.2,Mobile,0,Direct
WEB918731,C101474,2024-08-01,6,7.4,Mobile,1,Paid Search
WEB918732,C101474,2025-06-24,9,5.2,Mobile,0,Organic Search
WEB918733,C101474,2025-01-28,8,11.7,Mobile,0,Direct
WEB918734,C101475,2026-08-10,8,7.7,Tablet,0,Social
WEB918735,C101475,2026-08-01,3,7.4,Mobile,0,Direct
WEB918736,C101475,2026-07-15,4,11.4,Desktop,0,Direct
WEB918737,C101475,2026-08-12,8,8.3,Desktop,0,Social
WEB918738,C101475,2026-05-31,5,3.9,Mobile,0,Organic Search
WEB918739,C101475,2026-07-11,10,8.7,Mobile,0,Social
WEB918740,C101475,2026-07-10,8,13.9,Mobile,0,Organic Search
WEB918741,C101475,2026-07-24,12,8.5,Mobile,0,Organic Search
WEB918742,C101475,2026-06-30,8,10.6,Mobile,0,Organic Search
WEB918743,C101475,2026-06-04,5,5.9,Desktop,0,Paid Search
WEB918744,C101475,2026-05-26,4,2.2,Desktop,0,Social
WEB918745,C101475,2026-06-17,6,4.9,Mobile,1,Organic Search
WEB918746,C101476,2025-12-09,12,7.8,Mobile,0,Social
WEB918747,C101476,2024-06-21,7,7.3,Desktop,1,Organic Search
WEB918748,C101476,2023-08-13,11,8.1,Mobile,1,Social
WEB918749,C101476,2023-08-13,5,4.4,Mobile,0,Email
WEB918750,C101476,2026-07-26,8,6.5,Mobile,0,Direct
WEB918751,C101476,2023-04-08,9,7.9,Mobile,1,Social
WEB918752,C101476,2026-03-28,6,5.5,Mobile,0,Organic Search
WEB918753,C101476,2026-01-26,10,5.5,Tablet,0,Organic Search
WEB918754,C101476,2024-01-31,7,4.3,Desktop,0,Paid Search
WEB918755,C101476,2026-07-05,8,7.4,Desktop,0,Social
WEB918756,C101476,2025-05-30,8,8.7,Desktop,0,Paid Search
WEB918757,C101476,2023-09-29,8,8.8,Mobile,0,Social
WEB918758,C101476,2024-10-09,4,4.6,Mobile,1,Paid Search
WEB918759,C101476,2023-08-18,6,6.6,Desktop,0,Social
WEB918760,C101477,2025-02-14,9,7.9,Mobile,0,Paid Search
WEB918761,C101477,2025-12-05,3,6.0,Desktop,0,Organic Search
WEB918762,C101477,2026-05-04,8,7.7,Mobile,0,Organic Search
WEB918763,C101477,2026-01-09,8,5.9,Mobile,0,Direct
WEB918764,C101477,2024-10-07,2,7.9,Mobile,0,Paid Search
WEB918765,C101477,2024-10-02,4,4.0,Desktop,0,Email
WEB918766,C101477,2024-10-02,8,5.7,Mobile,0,Social
WEB918767,C101477,2024-10-06,6,4.9,Desktop,0,Email
WEB918768,C101477,2026-04-12,7,6.0,Desktop,0,Social
WEB918769,C101477,2024-12-06,7,8.6,Mobile,0,Direct
WEB918770,C101477,2025-11-10,5,6.6,Tablet,0,Paid Search
WEB918771,C101477,2024-12-25,7,5.7,Mobile,0,Direct
WEB918772,C101478,2025-08-24,3,3.5,Desktop,1,Paid Search
WEB918773,C101478,2025-11-04,9,5.9,Mobile,0,Paid Search
WEB918774,C101478,2026-01-12,4,8.2,Desktop,0,Direct
WEB918775,C101479,2024-12-21,8,10.7,Desktop,1,Organic Search
WEB918776,C101479,2026-01-21,5,5.8,Tablet,0,Organic Search
WEB918777,C101479,2025-02-10,6,5.8,Desktop,0,Social
WEB918778,C101480,2024-11-29,5,5.1,Mobile,0,Organic Search
WEB918779,C101480,2024-02-26,8,6.7,Tablet,0,Paid Search
WEB918780,C101480,2023-05-16,7,10.9,Mobile,0,Direct
WEB918781,C101480,2023-11-27,5,7.3,Mobile,0,Organic Search
WEB918782,C101480,2026-04-18,6,9.6,Desktop,0,Organic Search
WEB918783,C101480,2026-06-15,6,6.0,Desktop,0,Organic Search
WEB918784,C101480,2023-06-09,7,5.2,Mobile,0,Direct
WEB918785,C101480,2026-04-03,6,4.8,Desktop,0,Paid Search
WEB918786,C101480,2023-07-15,5,8.1,Desktop,0,Organic Search
